,MBL,has_parking
1152,16-E-4,1.0
1153,16-E-6,1.0
1154,16-F-1,1.0
1155,16-F-10,1.0
1156,16-F-11,1.0
1157,16-F-14,1.0
1158,16-F-3,1.0
1159,16-F-4,1.0
1160,16-F-5,1.0
1161,16-F-6,1.0
1162,16-F-8,1.0
1163,16-F-9,1.0
1164,17-A-13,1.0
1165,17-A-14,1.0
1166,17-A-15,1.0
1167,17-A-21,1.0
1168,17-A-3,1.0
1169,17-A-34,1.0
1170,17-A-35,1.0
1171,17-A-36,1.0
1172,17-A-44,1.0
1173,17-A-46,1.0
1174,17-A-52,1.0
1175,17-A-53,1.0
1176,17-A-54,1.0
1177,17-A-55,1.0
1178,17-A-58,1.0
1179,17-B-11,1.0
1180,17-B-12,1.0
1181,17-B-16,1.0
1182,17-B-17,0.0
1183,17-B-19,1.0
1184,17-B-20,1.0
1185,17-B-22,0.0
1186,17-B-24,1.0
1187,17-B-25,1.0
1188,17-B-28,1.0
1189,17-B-4,1.0
1190,17-B-6,1.0
1191,17-B-7,1.0
1192,17-B-9,1.0
1193,17-C-11,1.0
1194,17-C-12,1.0
1195,17-C-14,1.0
1196,17-C-15,1.0
1197,17-C-8,1.0
1198,17-D-13,1.0
1199,17-D-14,1.0
1200,17-D-15,1.0
1201,17-F-11,1.0
1202,17-F-13,1.0
1203,17-F-15,1.0
1204,17-F-17,1.0
1205,17-F-2,1.0
1206,17-F-5,1.0
1207,17-F-7,1.0
1208,17-F-8,1.0
1209,17-F-9,1.0
1210,17-G-1,1.0
1211,17-G-13,0.0
1212,17-G-14,1.0
1213,17-G-2,1.0
1214,17-G-5,1.0
1215,17-G-7,1.0
1216,17-G-9,0.0
1217,17-H-10,1.0
1218,17-H-11,1.0
1219,17-H-12,1.0
1220,17-H-3,1.0
1221,17-H-4,1.0
1222,17-H-7,1.0
1223,17-H-9,1.0
1224,17-I-2,1.0
1225,17-I-3,1.0
1226,17-J-6,1.0
1227,17-J-9,1.0
1228,18-A-11,1.0
1229,18-A-12,1.0
1230,18-A-19,1.0
1231,18-A-22,1.0
1232,18-A-3,1.0
1233,18-A-4,1.0
1234,18-A-6,1.0
1235,18-A-9,1.0
1236,18-B-12,1.0
1237,18-B-14,1.0
1238,18-B-15,1.0
1239,18-B-18,1.0
1240,18-B-22,1.0
1241,18-B-23,1.0
1242,18-B-25,1.0
1243,18-B-28,0.0
1244,18-B-33,1.0
1245,18-B-36,1.0
1246,18-B-39,1.0
1247,18-B-40,1.0
1248,18-B-43,1.0
1249,18-B-48,1.0
1250,18-B-49,1.0
1251,18-B-5,1.0
1252,18-B-6,1.0
1253,18-C-1,0.0
1254,18-C-10,1.0
1255,18-C-11,1.0
1256,18-C-13,1.0
1257,18-C-14,1.0
1258,18-C-15,1.0
1259,18-C-17,1.0
1260,18-C-21,1.0
1261,18-C-22,1.0
1262,18-C-23,1.0
1263,18-C-27,1.0
1264,18-C-3,1.0
1265,18-C-31,1.0
1266,18-C-32,1.0
1267,18-C-33,1.0
1268,18-C-37,1.0
1269,18-C-39,1.0
1270,18-C-4,1.0
1271,18-C-43,1.0
1272,18-C-47,1.0
1273,18-C-48,1.0
1274,18-C-50,1.0
1275,18-C-51,1.0
1276,18-C-52,1.0
1277,18-C-55,1.0
1278,18-C-58,1.0
1279,18-C-8,1.0
1280,18-C-9,1.0
1281,19-A-1,1.0
1282,19-A-10,1.0
1283,19-A-11,1.0
1284,19-A-13,1.0
1285,19-A-19,0.0
1286,19-A-3,1.0
1287,19-A-5,1.0
1288,19-A-6,1.0
1289,19-A-9,1.0
1290,19-B-10,1.0
1291,19-B-13,1.0
1292,19-B-14,1.0
1293,19-B-18,1.0
1294,19-B-2,1.0
1295,19-B-5,1.0
1296,19-B-6,0.0
1297,19-C-10,1.0
1298,19-C-11,1.0
1299,19-C-12,1.0
1300,19-C-14,1.0
1301,19-C-19,1.0
1302,19-C-7,1.0
1303,19-C-9,1.0
1304,19-D-1,1.0
1305,19-D-10,1.0
1306,19-D-13,1.0
1307,19-D-14,1.0
1308,19-D-15,1.0
1309,19-D-18,1.0
1310,19-D-19,1.0
1311,19-D-2,1.0
1312,19-D-7,1.0
1313,19-D-9,1.0
1314,19-E-12,1.0
1315,19-E-13,1.0
1316,19-E-14,1.0
1317,19-E-15,1.0
1318,19-E-2,0.0
1319,19-E-5,1.0
1320,2-A-1,1.0
1321,2-A-11,1.0
1322,2-A-14,1.0
1323,2-A-16,1.0
1324,2-A-17,0.0
1325,2-A-2,1.0
1326,2-A-24,1.0
1327,2-A-26,1.0
1328,2-A-29,1.0
1329,2-A-3,1.0
1330,2-A-5,1.0
1331,2-A-6,1.0
1332,2-A-9,1.0
1333,20-A-10,1.0
1334,20-A-12,1.0
1335,20-A-13,1.0
1336,20-A-15,1.0
1337,20-A-2,1.0
1338,20-A-5,1.0
1339,20-A-7,1.0
1340,20-B-10,1.0
1341,20-B-11,1.0
1342,20-B-12,1.0
1343,20-B-14,1.0
1344,20-B-15,1.0
1345,20-B-16,1.0
1346,20-B-18,1.0
1347,20-B-2,1.0
1348,20-B-23,1.0
1349,20-B-25,1.0
1350,20-B-27,1.0
1351,20-B-3,1.0
1352,20-B-31,1.0
1353,20-B-32,1.0
1354,20-B-36,1.0
1355,20-B-37,1.0
1356,20-B-38,1.0
1357,20-B-39,1.0
1358,20-B-4,1.0
1359,20-B-40,1.0
1360,20-B-41,1.0
1361,20-B-43,1.0
1362,20-B-44,1.0
1363,20-B-45,1.0
1364,20-B-5,1.0
1365,20-B-6,1.0
1366,20-B-7,1.0
1367,20-B-8,1.0
1368,20-C-10,1.0
1369,20-C-11,1.0
1370,20-C-13,1.0
1371,20-C-14,1.0
1372,20-C-15,1.0
1373,20-C-17,1.0
1374,20-C-18,1.0
1375,20-C-19,1.0
1376,20-C-21,1.0
1377,20-C-23,1.0
1378,20-C-24,1.0
1379,20-C-25,1.0
1380,20-C-26,1.0
1381,20-C-28,1.0
1382,20-C-3,1.0
1383,20-C-31,1.0
1384,20-C-32,1.0
1385,20-C-33,1.0
1386,20-C-34,1.0
1387,20-C-5,1.0
1388,20-C-6,1.0
1389,20-C-7,1.0
1390,20-C-8,1.0
1391,20-C-9,1.0
1392,20-D-1,1.0
1393,20-D-3,1.0
1394,20-D-4,1.0
1395,20-D-5,1.0
1396,20-D-6,1.0
1397,20-D-7,1.0
1398,20-D-8,1.0
1399,20-D-9,1.0
1400,20-E-1,1.0
1401,20-E-5,1.0
1402,20-E-7,1.0
1403,20-E-9,1.0
1404,20-F-10,1.0
1405,20-F-15,1.0
1406,20-F-2,1.0
1407,20-F-3,1.0
1408,20-F-7,1.0
1409,20-F-8,1.0
1410,20-F-9,1.0
1411,20-G-12,1.0
1412,20-G-13,1.0
1413,20-G-4,0.0
1414,20-G-5,1.0
1415,20-G-6,1.0
1416,20-G-7,0.0
1417,20-G-8,1.0
1418,20-H-10,1.0
1419,20-H-12,1.0
1420,20-H-14,0.0
1421,20-H-18,1.0
1422,20-H-20,1.0
1423,20-H-21,1.0
1424,20-H-22,1.0
1425,20-H-26,1.0
1426,20-H-4,1.0
1427,20-H-6,1.0
1428,20-H-7,1.0
1429,20-H-9,1.0
1430,21-A-1,1.0
1431,21-A-16,1.0
1432,21-A-2,1.0
1433,21-A-23,0.0
1434,21-A-5,1.0
1435,21-A-6,1.0
1436,21-A-7,1.0
1437,21-A-8,1.0
1438,21-B-3,1.0
1439,21-B-6,1.0
1440,21-B-7,1.0
1441,21-C-3,0.0
1442,21-C-4,1.0
1443,21-C-5,1.0
1444,22-B-10,1.0
1445,22-B-11,1.0
1446,22-B-13,1.0
1447,22-B-18,1.0
1448,22-B-20,1.0
1449,22-B-8,1.0
1450,22-B-9,1.0
1451,22-D-13,1.0
1452,22-D-17,1.0
1453,22-D-18,1.0
1454,22-D-20,1.0
1455,22-D-22,1.0
1456,22-D-23,1.0
1457,22-D-3,1.0
1458,22-D-5,1.0
1459,22-E-2,1.0
1460,22-E-3,1.0
1461,22-E-5,1.0
1462,22-F-1,1.0
1463,22-F-3,1.0
1464,22-F-5,1.0
1465,22-H-10,1.0
1466,22-H-11,1.0
1467,22-H-16,1.0
1468,22-H-18,1.0
1469,22-H-19,1.0
1470,22-H-22,1.0
1471,23-A-10,1.0
1472,23-A-11,1.0
1473,23-A-13,1.0
1474,23-A-14,1.0
1475,23-A-16,1.0
1476,23-A-17,1.0
1477,23-A-19,1.0
1478,23-A-2,1.0
1479,23-A-22,1.0
1480,23-A-3,1.0
1481,23-A-5,1.0
1482,23-A-7,1.0
1483,23-A-8,1.0
1484,23-A-9,1.0
1485,23-B-11,1.0
1486,23-B-12,1.0
1487,23-B-14,1.0
1488,23-B-15,1.0
1489,23-B-17,1.0
1490,23-B-19,1.0
1491,23-B-2,1.0
1492,23-B-21,1.0
1493,23-B-22,1.0
1494,23-B-3,1.0
1495,23-B-4,1.0
1496,23-B-5,1.0
1497,23-B-6,1.0
1498,23-B-7,1.0
1499,23-B-8,1.0
1500,23-B-9,1.0
1501,23-C-1,1.0
1502,23-C-10,1.0
1503,23-C-12,1.0
1504,23-C-13,0.0
1505,23-C-14,1.0
1506,23-C-17,1.0
1507,23-C-18,1.0
1508,23-C-19,1.0
1509,23-C-2,1.0
1510,23-C-20,1.0
1511,23-C-23,1.0
1512,23-C-25,1.0
1513,23-C-3,1.0
1514,23-C-4,0.0
1515,23-C-5,1.0
1516,23-C-6,1.0
1517,23-C-7,1.0
1518,23-C-8,1.0
1519,23-C-9,1.0
1520,23-D-11,1.0
1521,23-D-12,1.0
1522,23-D-13,1.0
1523,23-D-15,1.0
1524,23-D-2,1.0
1525,23-D-3,1.0
1526,23-D-4,1.0
1527,23-D-5,1.0
1528,23-D-6,1.0
1529,23-D-7,1.0
1530,23-D-8,1.0
1531,23-D-9,1.0
1532,23-E-1,1.0
1533,23-E-12,1.0
1534,23-E-13,1.0
1535,23-E-2,1.0
1536,23-E-3,1.0
1537,23-E-6,1.0
1538,23-E-7,1.0
1539,23-E-8,1.0
1540,23-E-9,1.0
1541,23-F-1,1.0
1542,23-F-12,1.0
1543,23-F-13,1.0
1544,23-F-14,1.0
1545,23-F-2,1.0
1546,23-F-4,1.0
1547,23-F-5,1.0
1548,23-F-6,1.0
1549,23-F-7,1.0
1550,24-A-1,1.0
1551,24-A-10,1.0
1552,24-A-12,1.0
1553,24-A-14,1.0
1554,24-A-16,1.0
1555,24-A-19,1.0
1556,24-A-2,1.0
1557,24-A-20,0.0
1558,24-A-21,1.0
1559,24-A-22,1.0
1560,24-A-25,0.0
1561,24-A-4,1.0
1562,24-A-5,1.0
1563,24-A-7,1.0
1564,24-A-8,1.0
1565,24-B-1,1.0
1566,24-B-4,1.0
1567,24-B-5,1.0
1568,24-B-7,0.0
1569,24-B-8,1.0
1570,24-B-9,1.0
1571,24-C-1,1.0
1572,24-C-2,1.0
1573,24-C-3,1.0
1574,24-C-7,1.0
1575,24-E-1,1.0
1576,24-E-10,0.0
1577,24-E-11,1.0
1578,24-E-14,1.0
1579,24-E-3,0.0
1580,24-E-6,1.0
1581,24-G-13,1.0
1582,24-G-20,0.0
1583,24-G-9,1.0
1584,24-H-2,1.0
1585,24-H-3,1.0
1586,24-H-4,1.0
1587,24-H-9,1.0
1588,24-I-11,1.0
1589,24-I-17,1.0
1590,24-I-18,1.0
1591,24-I-19,1.0
1592,24-I-20,1.0
1593,24-I-3,1.0
1594,24-I-4,1.0
1595,24-I-8,1.0
1596,24-J-1,1.0
1597,24-J-3,1.0
1598,24-J-4,1.0
1599,24-J-5,1.0
1600,24-K-1,0.0
1601,24-K-11,1.0
1602,24-K-15,1.0
1603,24-K-3,1.0
1604,24-K-4,1.0
1605,24-K-5,1.0
1606,24-K-6,1.0
1607,24-K-8,1.0
1608,24-K-9,1.0
1609,24-L-1,1.0
1610,24-L-3,1.0
1611,24-L-5,0.0
1612,24-L-6,1.0
1613,24-L-8,1.0
1614,24-L-9,1.0
1615,25-A-10,0.0
1616,25-A-15,1.0
1617,25-A-16,1.0
1618,25-A-19,1.0
1619,25-A-4,1.0
1620,25-A-5,1.0
1621,25-B-4,1.0
1622,25-B-5,1.0
1623,25-B-6,1.0
1624,25-C-1,1.0
1625,25-C-13,1.0
1626,25-C-14,1.0
1627,25-C-15,1.0
1628,25-C-16,1.0
1629,25-C-17,1.0
1630,25-C-21,1.0
1631,25-C-22,1.0
1632,25-C-25,1.0
1633,25-C-26,0.0
1634,25-C-6,1.0
1635,25-C-7,1.0
1636,25-C-9,1.0
1637,25-D-1,1.0
1638,25-D-12,1.0
1639,25-D-13,1.0
1640,25-D-17,1.0
1641,25-D-21,1.0
1642,25-D-22,1.0
1643,25-D-24,1.0
1644,25-D-29,1.0
1645,25-D-5,1.0
1646,25-D-8,1.0
1647,25-D-9,1.0
1648,25-E-1,1.0
1649,25-E-13,1.0
1650,25-E-17,0.0
1651,25-E-2,1.0
1652,25-E-20,1.0
1653,25-E-24,1.0
1654,25-E-25,1.0
1655,25-E-4,1.0
1656,25-E-5,1.0
1657,25-E-6,1.0
1658,25-E-9,1.0
1659,25-F-1,1.0
1660,25-F-12,1.0
1661,25-F-13,1.0
1662,25-F-14,1.0
1663,25-F-15,1.0
1664,25-F-16,1.0
1665,25-F-4,1.0
1666,25-F-5,1.0
1667,25-F-6,1.0
1668,25-F-8,1.0
1669,25-F-9,1.0
1670,26-A-5,1.0
1671,26-A-8,1.0
1672,26-A-9,1.0
1673,26-B-10,1.0
1674,26-B-5,1.0
1675,26-B-8,1.0
1676,26-C-5,1.0
1677,26-C-6,1.0
1678,26-D-10,1.0
1679,26-D-11,1.0
1680,26-D-13,1.0
1681,26-D-3,1.0
1682,26-D-4,1.0
1683,26-D-6,1.0
1684,26-D-9,1.0
1685,26-G-10,1.0
1686,26-G-11,1.0
1687,26-G-2,1.0
1688,26-G-5,1.0
1689,26-G-6,1.0
1690,26-G-7,1.0
1691,26-G-9,1.0
1692,26-H-4,1.0
1693,26-I-1,1.0
1694,26-I-14,1.0
1695,26-I-15,1.0
1696,26-I-17,1.0
1697,26-I-2,1.0
1698,26-I-23,1.0
1699,26-I-4,1.0
1700,26-I-5,1.0
1701,26-I-6,1.0
1702,26-I-7,1.0
1703,26-I-9,1.0
1704,27-C-1,1.0
1705,27-C-4,0.0
1706,27-D-1,1.0
1707,27-D-12,1.0
1708,27-D-13,1.0
1709,27-D-14,1.0
1710,27-D-15,1.0
1711,27-D-4,1.0
1712,27-D-5,1.0
1713,27-D-8,1.0
1714,27-D-9,0.0
1715,27-E-10,1.0
1716,27-E-12,1.0
1717,27-E-13,1.0
1718,27-E-15,1.0
1719,27-E-16,1.0
1720,27-E-17,1.0
1721,27-E-18,1.0
1722,27-E-19,1.0
1723,27-E-20,1.0
1724,27-E-21,1.0
1725,27-E-28,1.0
1726,27-E-3,1.0
1727,27-E-32,1.0
1728,27-E-33,0.0
1729,27-E-35,1.0
1730,27-E-36,1.0
1731,27-E-37,1.0
1732,27-E-39,1.0
1733,27-E-4,1.0
1734,27-E-40,1.0
1735,27-E-42,1.0
1736,27-E-5,1.0
1737,27-E-6,1.0
1738,27-E-8,1.0
1739,27-E-9,1.0
1740,27-F-16,1.0
1741,27-F-18,1.0
1742,27-F-19,1.0
1743,27-F-4,1.0
1744,27-F-5,1.0
1745,27-F-7,1.0
1746,27-F-9,1.0
1747,27-G-11,1.0
1748,27-G-12,1.0
1749,27-G-13,1.0
1750,27-G-14,1.0
1751,27-G-15,1.0
1752,27-G-17,1.0
1753,27-G-2,1.0
1754,27-G-20,1.0
1755,27-G-21,1.0
1756,27-G-23,1.0
1757,27-G-24,1.0
1758,27-G-25,1.0
1759,27-G-6,1.0
1760,27-H-1,1.0
1761,27-H-10,1.0
1762,27-H-13,1.0
1763,27-H-18,1.0
1764,27-H-19,1.0
1765,27-H-2,1.0
1766,27-H-20,1.0
1767,27-H-21,1.0
1768,27-H-22,0.0
1769,27-H-23,1.0
1770,27-H-24,1.0
1771,27-H-25,1.0
1772,27-H-26,1.0
1773,27-H-27,1.0
1774,27-H-29,1.0
1775,27-H-3,1.0
1776,27-H-30,1.0
1777,27-H-5,0.0
1778,27-I-11,1.0
1779,27-I-12,1.0
1780,27-I-14,1.0
1781,27-I-15,1.0
1782,27-I-19,1.0
1783,27-I-2,1.0
1784,27-I-23,1.0
1785,27-I-25,1.0
1786,27-I-28,1.0
1787,27-I-30,1.0
1788,27-I-31,1.0
1789,27-I-32,1.0
1790,27-I-33,1.0
1791,27-I-36,1.0
1792,27-I-37,1.0
1793,27-I-39,1.0
1794,27-I-4,1.0
1795,27-I-6,1.0
1796,27-I-7,1.0
1797,27-I-9,1.0
1798,27-J-10,1.0
1799,27-J-11,1.0
1800,27-J-12,1.0
1801,27-J-13,1.0
1802,27-J-16,1.0
1803,27-J-18,1.0
1804,27-J-20,1.0
1805,27-J-22,1.0
1806,27-J-23,1.0
1807,27-J-24,1.0
1808,27-J-27,1.0
1809,27-J-29,1.0
1810,27-J-30,1.0
1811,27-J-32,1.0
1812,27-J-33,1.0
1813,27-J-34,1.0
1814,27-J-35,1.0
1815,27-J-36,1.0
1816,27-J-37,1.0
1817,27-J-38,1.0
1818,27-J-39,1.0
1819,27-J-4,1.0
1820,27-J-40,1.0
1821,27-J-41,1.0
1822,27-J-42,1.0
1823,27-J-5,1.0
1824,27-J-7,1.0
1825,27-J-9,1.0
1826,27-K-10,1.0
1827,27-K-11,1.0
1828,27-K-14,1.0
1829,27-K-15,1.0
1830,27-K-18,1.0
1831,27-K-19,1.0
1832,27-K-20,1.0
1833,27-K-22,1.0
1834,27-K-24,1.0
1835,27-K-26,1.0
1836,27-K-27,1.0
1837,27-K-28,1.0
1838,27-K-30,1.0
1839,27-K-31,1.0
1840,27-K-32,1.0
1841,27-K-33,1.0
1842,27-K-34,1.0
1843,27-K-35,1.0
1844,27-K-43,1.0
1845,27-K-44,1.0
1846,27-K-7,1.0
1847,27-M-6,1.0
1848,27-M-7,1.0
1849,27-M-8,1.0
1850,28-A-10,1.0
1851,28-A-11,1.0
1852,28-A-13,1.0
1853,28-A-17,1.0
1854,28-A-18,1.0
1855,28-A-2,1.0
1856,28-A-22,1.0
1857,28-A-23,1.0
1858,28-A-24,1.0
1859,28-A-26,1.0
1860,28-A-27,1.0
1861,28-A-28,1.0
1862,28-A-29,1.0
1863,28-A-3,1.0
1864,28-A-4,1.0
1865,28-A-6,1.0
1866,28-A-8,1.0
1867,28-B-1,1.0
1868,28-B-10,1.0
1869,28-B-11,1.0
1870,28-B-12,1.0
1871,28-B-15,1.0
1872,28-B-17,1.0
1873,28-B-18,1.0
1874,28-B-2,1.0
1875,28-B-22,1.0
1876,28-B-25,1.0
1877,28-B-3,1.0
1878,28-B-30,1.0
1879,28-B-4,1.0
1880,28-B-7,1.0
1881,28-C-10,1.0
1882,28-C-11,1.0
1883,28-C-12,1.0
1884,28-C-17,1.0
1885,28-C-18,1.0
1886,28-C-23,1.0
1887,28-C-27,1.0
1888,28-C-29,1.0
1889,28-C-33,1.0
1890,28-C-4,1.0
1891,28-C-5,1.0
1892,28-C-6,1.0
1893,28-C-7,1.0
1894,28-C-9,1.0
1895,28-D-1,1.0
1896,28-D-10,1.0
1897,28-D-12,0.0
1898,28-D-13,1.0
1899,28-D-17,1.0
1900,28-D-18,1.0
1901,28-D-19,1.0
1902,28-D-2,1.0
1903,28-D-20,1.0
1904,28-D-22,1.0
1905,28-D-23,1.0
1906,28-D-24,1.0
1907,28-D-27,1.0
1908,28-D-30,1.0
1909,28-D-32,1.0
1910,28-D-4,1.0
1911,28-D-8,1.0
1912,28-E-10,1.0
1913,28-E-12,1.0
1914,28-E-16,1.0
1915,28-E-17,0.0
1916,28-E-2,1.0
1917,28-E-23,1.0
1918,28-E-25,1.0
1919,28-E-26,1.0
1920,28-E-27,1.0
1921,28-E-4,1.0
1922,28-E-6,1.0
1923,28-E-7,1.0
1924,28-E-8,1.0
1925,28-F-10,1.0
1926,28-F-15,1.0
1927,28-F-17,1.0
1928,28-F-18,1.0
1929,28-F-19,1.0
1930,28-F-2,1.0
1931,28-F-21,1.0
1932,28-F-22,1.0
1933,28-F-24,1.0
1934,28-F-28,1.0
1935,28-F-3,1.0
1936,28-F-5,1.0
1937,28-F-8,1.0
1938,28-G-15,1.0
1939,28-G-17,1.0
1940,28-G-20,1.0
1941,28-G-21,1.0
1942,28-G-23,1.0
1943,28-G-25,1.0
1944,28-G-26,1.0
1945,28-G-27,1.0
1946,28-G-5,0.0
1947,28-G-8,1.0
1948,28-H-10,1.0
1949,28-H-11,1.0
1950,28-H-12,1.0
1951,28-H-14,1.0
1952,28-H-15,1.0
1953,28-H-17,1.0
1954,28-H-2,1.0
1955,28-H-3,1.0
1956,28-H-4,1.0
1957,28-H-6,1.0
1958,28-H-7,1.0
1959,28-H-8,1.0
1960,28-H-9,1.0
1961,28-I-12,1.0
1962,28-I-16,1.0
1963,28-I-17,1.0
1964,28-I-18,1.0
1965,28-I-24,0.0
1966,28-I-25,1.0
1967,28-I-26,1.0
1968,28-I-28,1.0
1969,28-I-29,1.0
1970,28-I-30,1.0
1971,28-I-32,1.0
1972,28-I-34,1.0
1973,28-I-4,1.0
1974,28-I-5,1.0
1975,28-I-7,1.0
1976,28-J-1,1.0
1977,28-J-10,1.0
1978,28-J-12,1.0
1979,28-J-13,1.0
1980,28-J-2,1.0
1981,28-J-5,1.0
1982,28-J-6,1.0
1983,29-A-1,1.0
1984,29-A-12,0.0
1985,29-A-13,1.0
1986,29-A-7,1.0
1987,29-A-8,1.0
1988,29-A-9,1.0
1989,29-B-11,1.0
1990,29-B-12,1.0
1991,29-B-13,1.0
1992,29-B-15,1.0
1993,29-B-3,1.0
1994,29-C-12,1.0
1995,29-C-13,1.0
1996,29-C-16,1.0
1997,29-C-2,0.0
1998,29-C-4,1.0
1999,29-C-6,1.0
2000,29-C-9,1.0
2001,29-D-10,1.0
2002,29-D-12,1.0
2003,29-D-13,1.0
2004,29-D-14,1.0
2005,29-D-17,1.0
2006,29-D-19,1.0
2007,29-D-2,1.0
2008,29-D-20,1.0
2009,29-D-24,1.0
2010,29-D-25,1.0
2011,29-D-26,1.0
2012,29-D-29,1.0
2013,29-D-3,1.0
2014,29-D-31,1.0
2015,29-D-32,1.0
2016,29-D-35,1.0
2017,29-D-4,1.0
2018,29-D-8,1.0
2019,29-E-11,1.0
2020,29-E-2,1.0
2021,29-E-24,1.0
2022,29-E-33,1.0
2023,29-F-2,1.0
2024,29-F-7,1.0
2025,29-G-12,0.0
2026,29-G-14,1.0
2027,29-G-16,1.0
2028,29-G-17,1.0
2029,29-G-18,1.0
2030,29-G-20,1.0
2031,29-G-21,1.0
2032,29-G-22,1.0
2033,29-G-24,1.0
2034,29-G-25,1.0
2035,29-G-29,0.0
2036,29-G-30,1.0
2037,29-G-33,1.0
2038,29-G-4,1.0
2039,29-G-5,1.0
2040,29-G-8,1.0
2041,29-H-1,1.0
2042,29-H-10,1.0
2043,29-H-12,1.0
2044,29-H-13,1.0
2045,29-H-14,1.0
2046,29-H-16,1.0
2047,29-H-19,0.0
2048,29-H-20,1.0
2049,29-H-22,1.0
2050,29-H-23,1.0
2051,29-H-24,1.0
2052,29-H-7,0.0
2053,29-H-9,1.0
2054,29-I-12,1.0
2055,29-I-14,1.0
2056,29-I-15,1.0
2057,29-I-20,1.0
2058,29-I-29,1.0
2059,29-I-5,1.0
2060,29-I-6,1.0
2061,29-I-7,0.0
2062,29-J-12,1.0
2063,29-J-13,1.0
2064,29-J-15,1.0
2065,29-J-17,1.0
2066,29-J-18,1.0
2067,29-J-19,1.0
2068,29-J-2,1.0
2069,29-J-20,1.0
2070,29-J-8,1.0
2071,29-J-9,1.0
2072,29-K-12,1.0
2073,29-K-15,1.0
2074,29-K-18,1.0
2075,29-K-19,1.0
2076,29-K-22,1.0
2077,29-K-5,1.0
2078,29-K-8,1.0
2079,29-K-9,0.0
2080,29-L-1,1.0
2081,29-L-13,1.0
2082,29-L-15,1.0
2083,29-L-18,1.0
2084,29-L-23,1.0
2085,29-L-24,1.0
2086,29-L-25,1.0
2087,29-L-27,1.0
2088,29-L-4,1.0
2089,3-A-3,1.0
2090,3-B-13,1.0
2091,3-B-14,1.0
2092,3-B-15,1.0
2093,3-B-16,1.0
2094,3-B-18,1.0
2095,3-B-19,1.0
2096,3-B-20,1.0
2097,3-B-21,1.0
2098,3-B-22,1.0
2099,3-B-23,1.0
2100,3-B-24,1.0
2101,3-B-25,1.0
2102,3-B-27,1.0
2103,3-B-28,1.0
2104,3-C-12,1.0
2105,3-C-14,1.0
2106,3-C-15,1.0
2107,3-C-17,1.0
2108,3-C-20,1.0
2109,3-C-21,1.0
2110,3-C-22,1.0
2111,3-C-23,1.0
2112,3-C-24,1.0
2113,3-C-26,1.0
2114,3-C-27,1.0
2115,3-C-28,1.0
2116,3-C-30,1.0
2117,3-C-33,1.0
2118,3-C-35,1.0
2119,3-C-39,1.0
2120,3-C-41,1.0
2121,3-C-42,1.0
2122,3-C-44,1.0
2123,3-C-45,1.0
2124,3-C-46,1.0
2125,3-C-47,1.0
2126,3-C-48,1.0
2127,3-C-49,1.0
2128,3-C-50,1.0
2129,3-C-52,1.0
2130,3-C-53,1.0
2131,3-C-54,1.0
2132,3-D-10,1.0
2133,3-D-11,0.0
2134,3-D-16,1.0
2135,3-D-20,1.0
2136,3-D-21,1.0
2137,3-D-22,1.0
2138,3-D-24,1.0
2139,3-D-26,1.0
2140,3-D-29,1.0
2141,3-D-3,1.0
2142,3-D-30,1.0
2143,3-D-32,1.0
2144,3-D-34,1.0
2145,3-D-36,1.0
2146,3-D-37,1.0
2147,3-D-39,1.0
2148,3-D-4,1.0
2149,3-D-40,1.0
2150,3-D-42,1.0
2151,3-D-43,1.0
2152,3-D-44,1.0
2153,3-D-46,1.0
2154,3-D-7,1.0
2155,3-D-8,1.0
2156,3-D-9,1.0
2157,3-E-1,1.0
2158,3-E-11,1.0
2159,3-E-12,1.0
2160,3-E-14,1.0
2161,3-E-16,1.0
2162,3-E-17,1.0
2163,3-E-19,1.0
2164,3-E-21,1.0
2165,3-E-23,1.0
2166,3-E-26,1.0
2167,3-E-28,1.0
2168,3-E-3,1.0
2169,3-E-31,1.0
2170,3-E-33,1.0
2171,3-E-34,1.0
2172,3-E-35,1.0
2173,3-E-6,1.0
2174,3-F-1,1.0
2175,3-F-10,1.0
2176,3-F-11,1.0
2177,3-F-12,1.0
2178,3-F-13,1.0
2179,3-F-14,1.0
2180,3-F-16,1.0
2181,3-F-17,1.0
2182,3-F-2,1.0
2183,3-F-20,1.0
2184,3-F-21,1.0
2185,3-F-22,1.0
2186,3-F-23,1.0
2187,3-F-25,1.0
2188,3-F-26,1.0
2189,3-F-27,1.0
2190,3-F-28,1.0
2191,3-F-3,1.0
2192,3-F-31,1.0
2193,3-F-34,1.0
2194,3-F-37,1.0
2195,3-F-38,1.0
2196,3-F-5,1.0
2197,3-F-7,1.0
2198,3-F-9,1.0
2199,30-A-10,1.0
2200,30-A-11,1.0
2201,30-A-12,1.0
2202,30-A-18,1.0
2203,30-A-19,1.0
2204,30-A-2,1.0
2205,30-A-20,1.0
2206,30-A-23,1.0
2207,30-A-24,1.0
2208,30-A-28,1.0
2209,30-A-29,1.0
2210,30-A-3,1.0
2211,30-A-5,1.0
2212,30-A-6,1.0
2213,30-A-8,1.0
2214,30-B-1,0.0
2215,30-B-10,1.0
2216,30-B-11,1.0
2217,30-B-12,1.0
2218,30-B-13,1.0
2219,30-B-14,0.0
2220,30-B-15,1.0
2221,30-B-18,1.0
2222,30-B-19,0.0
2223,30-B-21,1.0
2224,30-B-23,1.0
2225,30-B-28,1.0
2226,30-B-29,1.0
2227,30-B-3,1.0
