ADDR_NUM,FULL_STR,MBL,ADDRESS_FOR_STREET_VIEW,AERIAL_Driveway,GSV_Driveway,final_label,aerial_filename,gsv_filename
29,JOSEPHINE AVE,28-B-23,"29  JOSEPHINE AVE, SOMERVILLE, MA",2,0,0.1,29_JOSEPHINE_AVE_aerial.png,29_JOSEPHINE_AVE.jpg
29,MILLER ST,39-G-13,"29  MILLER ST, SOMERVILLE, MA",1,1,1.0,29_MILLER_ST_aerial.png,29_MILLER_ST.jpg
29,PACKARD AVE,11-D-1,"29  PACKARD AVE, SOMERVILLE, MA",1,2,0.9,29_PACKARD_AVE_aerial.png,29_PACKARD_AVE.jpg
30,BEACON ST,76-F-13,"30  BEACON ST, SOMERVILLE, MA",0,2,0.1,30_BEACON_ST_aerial.png,30_BEACON_ST.jpg
30,CALVIN ST,65-A-19,"30  CALVIN ST, SOMERVILLE, MA",0,0,0.0,30_CALVIN_ST_aerial.png,30_CALVIN_ST.jpg
30,OXFORD ST,51-D-7,"30  OXFORD ST, SOMERVILLE, MA",1,1,1.0,30_OXFORD_ST_aerial.png,30_OXFORD_ST.jpg
30,TEN HILLS RD,68-D-15,"30  TEN HILLS RD, SOMERVILLE, MA",1,1,1.0,30_TEN_HILLS_RD_aerial.png,30_TEN_HILLS_RD.jpg
30,WESLEY ST,78-F-4,"30  WESLEY ST, SOMERVILLE, MA",1,2,0.9,30_WESLEY_ST_aerial.png,30_WESLEY_ST.jpg
31,AVON ST,51-E-40,"31  AVON ST, SOMERVILLE, MA",1,1,1.0,31_AVON_ST_aerial.png,31_AVON_ST.jpg
31,FRANKLIN ST,91-H-13,"31  FRANKLIN ST, SOMERVILLE, MA",2,1,0.9,31_FRANKLIN_ST_aerial.png,31_FRANKLIN_ST.jpg
31,HARRISON ST,45-C-14,"31  HARRISON ST, SOMERVILLE, MA",1,1,1.0,31_HARRISON_ST_aerial.png,31_HARRISON_ST.jpg
31,IRVINGTON RD,2-A-8,"31  IRVINGTON RD, SOMERVILLE, MA",1,1,1.0,31_IRVINGTON_RD_aerial.png,31_IRVINGTON_RD.jpg
31,MASON ST,15-A-25,"31  MASON ST, SOMERVILLE, MA",1,1,1.0,31_MASON_ST_aerial.png,31_MASON_ST.jpg
31,PARTRIDGE AVE,41-C-40,"31  PARTRIDGE AVE, SOMERVILLE, MA",1,1,1.0,31_PARTRIDGE_AVE_aerial.png,31_PARTRIDGE_AVE.jpg
31,SPENCER AVE,29-D-27,"31  SPENCER AVE, SOMERVILLE, MA",1,1,1.0,31_SPENCER_AVE_aerial.png,31_SPENCER_AVE.jpg
32,CHARNWOOD RD,29-K-17,"32  CHARNWOOD RD, SOMERVILLE, MA",1,1,1.0,32_CHARNWOOD_RD_aerial.png,32_CHARNWOOD_RD.jpg
32,DEARBORN RD,18-C-59,"32  DEARBORN RD, SOMERVILLE, MA",1,1,1.0,32_DEARBORN_RD_aerial.png,32_DEARBORN_RD.jpg
32,MORELAND ST,47-B-8,"32  MORELAND ST, SOMERVILLE, MA",2,1,0.9,32_MORELAND_ST_aerial.png,32_MORELAND_ST.jpg
32,OAK ST,83-E-2,"32  OAK ST, SOMERVILLE, MA",1,1,1.0,32_OAK_ST_aerial.png,32_OAK_ST.jpg
32,PEARL ST,105-C-2,"32  PEARL ST, SOMERVILLE, MA",1,1,1.0,32_PEARL_ST_aerial.png,32_PEARL_ST.jpg
32,ROGERS AVE,28-B-8,"32  ROGERS AVE, SOMERVILLE, MA",1,1,1.0,32_ROGERS_AVE_aerial.png,32_ROGERS_AVE.jpg
32,SUNSET RD,7-F-7,"32  SUNSET RD, SOMERVILLE, MA",1,1,1.0,32_SUNSET_RD_aerial.png,32_SUNSET_RD.jpg
33,BEACON ST,76-A-19,"33  BEACON ST, SOMERVILLE, MA",2,2,0.5,33_BEACON_ST_aerial.png,33_BEACON_ST.jpg
33,DERBY ST,69-H-24,"33  DERBY ST, SOMERVILLE, MA",1,1,1.0,33_DERBY_ST_aerial.png,33_DERBY_ST.jpg
33,PENNSYLVANIA AVE,102-D-25,"33  PENNSYLVANIA AVE, SOMERVILLE, MA",1,1,1.0,33_PENNSYLVANIA_AVE_aerial.png,33_PENNSYLVANIA_AVE.jpg
33,SIMPSON AVE,16-A-11,"33  SIMPSON AVE, SOMERVILLE, MA",1,1,1.0,33_SIMPSON_AVE_aerial.png,33_SIMPSON_AVE.jpg
33,SPRINGFIELD ST,83-D-12,"33  SPRINGFIELD ST, SOMERVILLE, MA",1,1,1.0,33_SPRINGFIELD_ST_aerial.png,33_SPRINGFIELD_ST.jpg
34,BARTON ST,8-I-3,"34  BARTON ST, SOMERVILLE, MA",1,1,1.0,34_BARTON_ST_aerial.png,34_BARTON_ST.jpg
34,FRANKLIN AVE,104-E-13,"34  FRANKLIN AVE, SOMERVILLE, MA",1,1,1.0,34_FRANKLIN_AVE_aerial.png,34_FRANKLIN_AVE.jpg
34,HALL AVE,20-C-29,"34  HALL AVE, SOMERVILLE, MA",1,0,0.9,34_HALL_AVE_aerial.png,34_HALL_AVE.jpg
34,WILLOW AVE,25-E-7,"34  WILLOW AVE, SOMERVILLE, MA",1,1,1.0,34_WILLOW_AVE_aerial.png,34_WILLOW_AVE.jpg
35,BARTLETT ST,49-I-17,"35  BARTLETT ST, SOMERVILLE, MA",2,1,0.9,35_BARTLETT_ST_aerial.png,35_BARTLETT_ST.jpg
35,PINCKNEY ST,105-C-37,"35  PINCKNEY ST, SOMERVILLE, MA",1,2,0.9,35_PINCKNEY_ST_aerial.png,35_PINCKNEY_ST.jpg
35,PUTNAM ST,62-C-17,"35  PUTNAM ST, SOMERVILLE, MA",2,2,0.5,35_PUTNAM_ST_aerial.png,35_PUTNAM_ST.jpg
36,CHERRY ST,30-D-7,"36  CHERRY ST, SOMERVILLE, MA",1,2,0.9,36_CHERRY_ST_aerial.png,36_CHERRY_ST.jpg
36,CORINTHIAN RD,12-C-19,"36  CORINTHIAN RD, SOMERVILLE, MA",1,1,1.0,36_CORINTHIAN_RD_aerial.png,36_CORINTHIAN_RD.jpg
36,FENWICK ST,58-A-5,"36  FENWICK ST, SOMERVILLE, MA",1,1,1.0,36_FENWICK_ST_aerial.png,36_FENWICK_ST.jpg
36,ILLINOIS AVE,89-H-3,"36  ILLINOIS AVE, SOMERVILLE, MA",2,1,0.9,36_ILLINOIS_AVE_aerial.png,36_ILLINOIS_AVE.jpg
36,OSSIPEE RD,11-C-4,"36  OSSIPEE RD, SOMERVILLE, MA",1,1,1.0,36_OSSIPEE_RD_aerial.png,36_OSSIPEE_RD.jpg
36,PENNSYLVANIA AVE,102-E-2,"36  PENNSYLVANIA AVE, SOMERVILLE, MA",1,1,1.0,36_PENNSYLVANIA_AVE_aerial.png,36_PENNSYLVANIA_AVE.jpg
36,SIMPSON AVE,12-C-15,"36  SIMPSON AVE, SOMERVILLE, MA",1,1,1.0,36_SIMPSON_AVE_aerial.png,36_SIMPSON_AVE.jpg
36,WALKER ST,15-D-7,"36  WALKER ST, SOMERVILLE, MA",1,1,1.0,36_WALKER_ST_aerial.png,36_WALKER_ST.jpg
36,WALLACE ST,16-B-44,"36  WALLACE ST, SOMERVILLE, MA",1,1,1.0,36_WALLACE_ST_aerial.png,36_WALLACE_ST.jpg
37,CLAREMON ST,13-B-11,"37  CLAREMON ST, SOMERVILLE, MA",1,1,1.0,37_CLAREMON_ST_aerial.png,37_CLAREMON_ST.jpg
37,GARRISON AVE,6-C-12,"37  GARRISON AVE, SOMERVILLE, MA",1,1,1.0,37_GARRISON_AVE_aerial.png,37_GARRISON_AVE.jpg
37,MAIN ST,47-H-14,"37  MAIN ST, SOMERVILLE, MA",2,1,0.9,37_MAIN_ST_aerial.png,37_MAIN_ST.jpg
37,PUTNAM ST,62-C-18,"37  PUTNAM ST, SOMERVILLE, MA",0,1,0.9,37_PUTNAM_ST_aerial.png,37_PUTNAM_ST.jpg
37,WALKER ST,15-C-30,"37  WALKER ST, SOMERVILLE, MA",1,1,1.0,37_WALKER_ST_aerial.png,37_WALKER_ST.jpg
37,ADRIAN ST,75-H-23,"37 ADRIAN ST, SOMERVILLE, MA",1,1,1.0,37_ADRIAN_ST_aerial.png,37_ADRIAN_ST.jpg
38,PORTER ST,36-C-10,"38  PORTER ST, SOMERVILLE, MA",1,0,0.9,38_PORTER_ST_aerial.png,38_PORTER_ST.jpg
39,AVON ST,51-E-44,"39  AVON ST, SOMERVILLE, MA",1,1,1.0,39_AVON_ST_aerial.png,39_AVON_ST.jpg
39,DERBY ST,69-H-26,"39  DERBY ST, SOMERVILLE, MA",1,1,1.0,39_DERBY_ST_aerial.png,39_DERBY_ST.jpg
39,FLINT ST,92-D-10,"39  FLINT ST, SOMERVILLE, MA",1,2,0.9,39_FLINT_ST_aerial.png,39_FLINT_ST.jpg
39,ILLINOIS AVE,89-G-1,"39  ILLINOIS AVE, SOMERVILLE, MA",1,2,0.9,39_ILLINOIS_AVE_aerial.png,39_ILLINOIS_AVE.jpg
39,MYRTLE ST,105-A-37,"39  MYRTLE ST, SOMERVILLE, MA",0,0,0.0,39_MYRTLE_ST_aerial.png,39_MYRTLE_ST.jpg
39,PACKARD AVE,11-C-27,"39  PACKARD AVE, SOMERVILLE, MA",1,2,0.9,39_PACKARD_AVE_aerial.png,39_PACKARD_AVE.jpg
39,WARE ST,8-K-11,"39  WARE ST, SOMERVILLE, MA",0,1,0.9,39_WARE_ST_aerial.png,39_WARE_ST.jpg
39,WHITFIELD RD,10-G-18,"39  WHITFIELD RD, SOMERVILLE, MA",2,0,0.1,39_WHITFIELD_RD_aerial.png,39_WHITFIELD_RD.jpg
39,WOODS AVE,3-C-38,"39  WOODS AVE, SOMERVILLE, MA",1,1,1.0,39_WOODS_AVE_aerial.png,39_WOODS_AVE.jpg
40,BENTON RD,43-C-11,"40  BENTON RD, SOMERVILLE, MA",1,0,0.9,40_BENTON_RD_aerial.png,40_BENTON_RD.jpg
40,KIDDER AVE,20-G-16,"40  KIDDER AVE, SOMERVILLE, MA",2,2,0.5,40_KIDDER_AVE_aerial.png,40_KIDDER_AVE.jpg
40,MORELAND ST,47-B-5,"40  MORELAND ST, SOMERVILLE, MA",1,2,0.9,40_MORELAND_ST_aerial.png,40_MORELAND_ST.jpg
40,WISCONSIN AVE,89-J-3,"40  WISCONSIN AVE, SOMERVILLE, MA",2,1,0.9,40_WISCONSIN_AVE_aerial.png,40_WISCONSIN_AVE.jpg
41,PRESCOTT ST,62-B-15,"41  PRESCOTT ST, SOMERVILLE, MA",1,1,1.0,41_PRESCOTT_ST_aerial.png,41_PRESCOTT_ST.jpg
42,OLIVER ST,92-F-10,"42  OLIVER ST, SOMERVILLE, MA",1,1,1.0,42_OLIVER_ST_aerial.png,42_OLIVER_ST.jpg
43,CEDAR ST,36-A-60,"43  CEDAR ST, SOMERVILLE, MA",2,1,0.9,43_CEDAR_ST_aerial.png,43_CEDAR_ST.jpg
43,HANCOCK ST,30-D-39,"43  HANCOCK ST, SOMERVILLE, MA",2,2,0.5,43_HANCOCK_ST_aerial.png,43_HANCOCK_ST.jpg
43,PACKARD AVE,11-C-28,"43  PACKARD AVE, SOMERVILLE, MA",1,2,0.9,43_PACKARD_AVE_aerial.png,43_PACKARD_AVE.jpg
43,PRICHARD AVE,28-F-27,"43  PRICHARD AVE, SOMERVILLE, MA",1,1,1.0,43_PRICHARD_AVE_aerial.png,43_PRICHARD_AVE.jpg
44,BERKELEY ST,51-E-12,"44  BERKELEY ST, SOMERVILLE, MA",2,1,0.9,44_BERKELEY_ST_aerial.png,44_BERKELEY_ST.jpg
44,CHERRY ST,29-I-17,"44  CHERRY ST, SOMERVILLE, MA",2,0,0.1,44_CHERRY_ST_aerial.png,44_CHERRY_ST.jpg
44,SYCAMORE ST,50-I-7,"44  SYCAMORE ST, SOMERVILLE, MA",0,0,0.0,44_SYCAMORE_ST_aerial.png,44_SYCAMORE_ST.jpg
45,BELMONT ST,44-A-53,"45  BELMONT ST, SOMERVILLE, MA",2,1,0.9,45_BELMONT_ST_aerial.png,45_BELMONT_ST.jpg
45,BOSTON AVE,28-G-28,"45  BOSTON AVE, SOMERVILLE, MA",1,1,1.0,45_BOSTON_AVE_aerial.png,45_BOSTON_AVE.jpg
45,CLARENDON AVE,9-B-8,"45  CLARENDON AVE, SOMERVILLE, MA",1,1,1.0,45_CLARENDON_AVE_aerial.png,45_CLARENDON_AVE.jpg
45,FRANKLIN ST,104-C-21,"45  FRANKLIN ST, SOMERVILLE, MA",1,1,1.0,45_FRANKLIN_ST_aerial.png,45_FRANKLIN_ST.jpg
45,GREENVILLE ST,80-G-5,"45  GREENVILLE ST, SOMERVILLE, MA",1,1,1.0,45_GREENVILLE_ST_aerial.png,45_GREENVILLE_ST.jpg
45,HOUGHTON ST,83-A-57,"45  HOUGHTON ST, SOMERVILLE, MA",2,1,0.9,45_HOUGHTON_ST_aerial.png,45_HOUGHTON_ST.jpg
45,IBBETSON ST,38-D-1,"45  IBBETSON ST, SOMERVILLE, MA",2,0,0.1,45_IBBETSON_ST_aerial.png,45_IBBETSON_ST.jpg
45,NEWBURY ST,9-D-16,"45  NEWBURY ST, SOMERVILLE, MA",2,1,0.9,45_NEWBURY_ST_aerial.png,45_NEWBURY_ST.jpg
45,PRINCETON ST,34-B-9,"45  PRINCETON ST, SOMERVILLE, MA",1,1,1.0,45_PRINCETON_ST_aerial.png,45_PRINCETON_ST.jpg
46,SOUTH ST,97-G-2,"46  SOUTH ST, SOMERVILLE, MA",2,0,0.1,46_SOUTH_ST_aerial.png,46_SOUTH_ST.jpg
46,SPRINGFIELD ST,76-D-5,"46  SPRINGFIELD ST, SOMERVILLE, MA",1,1,1.0,46_SPRINGFIELD_ST_aerial.png,46_SPRINGFIELD_ST.jpg
46,SYDNEY ST,69-H-10,"46  SYDNEY ST, SOMERVILLE, MA",1,1,1.0,46_SYDNEY_ST_aerial.png,46_SYDNEY_ST.jpg
47,CALVIN ST,66-A-11,"47  CALVIN ST, SOMERVILLE, MA",2,0,0.1,47_CALVIN_ST_aerial.png,47_CALVIN_ST.jpg
47,HINCKLEY ST,32-M-6,"47  HINCKLEY ST, SOMERVILLE, MA",2,0,0.1,47_HINCKLEY_ST_aerial.png,47_HINCKLEY_ST.jpg
47,LIBERTY AVE,20-G-9,"47  LIBERTY AVE, SOMERVILLE, MA",2,1,0.9,47_LIBERTY_AVE_aerial.png,47_LIBERTY_AVE.jpg
47,SPRINGFIELD ST,83-A-61,"47  SPRINGFIELD ST, SOMERVILLE, MA",1,1,1.0,47_SPRINGFIELD_ST_aerial.png,47_SPRINGFIELD_ST.jpg
47,WALLACE ST,16-C-8,"47  WALLACE ST, SOMERVILLE, MA",1,1,1.0,47_WALLACE_ST_aerial.png,47_WALLACE_ST.jpg
47,WOODS AVE,3-C-40,"47  WOODS AVE, SOMERVILLE, MA",1,1,1.0,47_WOODS_AVE_aerial.png,47_WOODS_AVE.jpg
48,HUNTING ST,97-G-1,"48  HUNTING ST, SOMERVILLE, MA",1,1,1.0,48_HUNTING_ST_aerial.png,48_HUNTING_ST.jpg
48,LINDEN AVE,36-A-8,"48  LINDEN AVE, SOMERVILLE, MA",1,1,1.0,48_LINDEN_AVE_aerial.png,48_LINDEN_AVE.jpg
48,MAIN ST,47-B-18,"48  MAIN ST, SOMERVILLE, MA",1,1,1.0,48_MAIN_ST_aerial.png,48_MAIN_ST.jpg
49,ROSELAND ST,31-B-2,"49  ROSELAND ST, SOMERVILLE, MA",2,2,0.5,49_ROSELAND_ST_aerial.png,49_ROSELAND_ST.jpg
49,SARGENT AVE,71-D-16,"49  SARGENT AVE, SOMERVILLE, MA",1,1,1.0,49_SARGENT_AVE_aerial.png,49_SARGENT_AVE.jpg
50,BELMONT ST,38-E-27,"50  BELMONT ST, SOMERVILLE, MA",1,1,1.0,50_BELMONT_ST_aerial.png,50_BELMONT_ST.jpg
50,LINDEN AVE,36-A-7,"50  LINDEN AVE, SOMERVILLE, MA",2,1,0.9,50_LINDEN_AVE_aerial.png,50_LINDEN_AVE.jpg
50,MEACHAM RD,22-H-21,"50  MEACHAM RD, SOMERVILLE, MA",2,1,0.9,50_MEACHAM_RD_aerial.png,50_MEACHAM_RD.jpg
50,SPENCER AVE,29-E-3,"50  SPENCER AVE, SOMERVILLE, MA",1,1,1.0,50_SPENCER_AVE_aerial.png,50_SPENCER_AVE.jpg
51,DARTMOUTH ST,59-B-20,"51  DARTMOUTH ST, SOMERVILLE, MA",1,1,1.0,51_DARTMOUTH_ST_aerial.png,51_DARTMOUTH_ST.jpg
51,KENT ST,39-C-23,"51  KENT ST, SOMERVILLE, MA",2,1,0.9,51_KENT_ST_aerial.png,51_KENT_ST.jpg
51,MORELAND ST,47-C-31,"51  MORELAND ST, SOMERVILLE, MA",1,1,1.0,51_MORELAND_ST_aerial.png,51_MORELAND_ST.jpg
52,FRANKLIN ST,104-D-19,"52  FRANKLIN ST, SOMERVILLE, MA",1,2,0.9,52_FRANKLIN_ST_aerial.png,52_FRANKLIN_ST.jpg
60,BARTLETT ST,41-D-5,"60  BARTLETT ST, SOMERVILLE, MA",1,2,0.9,60_BARTLETT_ST_aerial.png,60_BARTLETT_ST.jpg
341,LOWELL ST,41-A-51,"341  LOWELL ST, SOMERVILLE, MA",1,1,1.0,341_LOWELL_ST_aerial.png,341_LOWELL_ST.jpg
352,LOWELL ST,32-D-14,"352  LOWELL ST, SOMERVILLE, MA",2,0,0.1,352_LOWELL_ST_aerial.png,352_LOWELL_ST.jpg
359,BEACON ST,37-C-6,"359  BEACON ST, SOMERVILLE, MA",1,1,1.0,359_BEACON_ST_aerial.png,359_BEACON_ST.jpg
364,HIGHLAND AVE,25-C-4,"364  HIGHLAND AVE, SOMERVILLE, MA",2,0,0.1,364_HIGHLAND_AVE_aerial.png,364_HIGHLAND_AVE.jpg
365,WASHINGTON ST,64-C-21,"365  WASHINGTON ST, SOMERVILLE, MA",2,2,0.5,365_WASHINGTON_ST_aerial.png,365_WASHINGTON_ST.jpg
371,BROADWAY,58-E-10,"371  BROADWAY, SOMERVILLE, MA",1,1,1.0,371_BROADWAY_aerial.png,371_BROADWAY.jpg
379,HIGHLAND AVE,24-G-12,"379  HIGHLAND AVE, SOMERVILLE, MA",2,1,0.9,379_HIGHLAND_AVE_aerial.png,379_HIGHLAND_AVE.jpg
10A,COTTAGE AVE,26-I-12,"10A  COTTAGE AVE, SOMERVILLE, MA",0,0,0.0,10A_COTTAGE_AVE_aerial.png,10A_COTTAGE_AVE.jpg
10B,MURDOCK ST,33-A-6,"10B  MURDOCK ST, SOMERVILLE, MA",1,1,1.0,10B_MURDOCK_ST_aerial.png,10B_MURDOCK_ST.jpg
12A,TRULL ST,41-A-28,"12A  TRULL ST, SOMERVILLE, MA",0,1,0.9,12A_TRULL_ST_aerial.png,12A_TRULL_ST.jpg
13-15,TALBOT AVE,14-D-6,"13-15  TALBOT AVE, SOMERVILLE, MA",2,2,0.5,13-15_TALBOT_AVE_aerial.png,13-15_TALBOT_AVE.jpg
13A,AVON PL,92-I-14,"13A  AVON PL, SOMERVILLE, MA",1,0,0.9,13A_AVON_PL_aerial.png,13A_AVON_PL.jpg
14-14,BOSTON ST,81-A-20,"14-14  BOSTON ST, SOMERVILLE, MA",1,2,0.9,14-14_BOSTON_ST_aerial.png,14-14_BOSTON_ST.jpg
14A,PITMAN ST,44-H-5,"14A  PITMAN ST, SOMERVILLE, MA",0,0,0.0,14A_PITMAN_ST_aerial.png,14A_PITMAN_ST.jpg
14B,GRANITE ST,52-F-7,"14B  GRANITE ST, SOMERVILLE, MA",1,1,1.0,14B_GRANITE_ST_aerial.png,14B_GRANITE_ST.jpg
2R,BENTON RD,43-C-18,"2R  BENTON RD, SOMERVILLE, MA",2,1,0.9,2R_BENTON_RD_aerial.png,2R_BENTON_RD.jpg
